UserId,SessionId,ArticleId_served,Click,Time_Spent
10,10_2,2702,No,0
11,11_1,736,Yes,279
11,11_1,1006,Yes,94
11,11_1,1031,Yes,45
11,11_1,1514,No,0
11,11_2,1428,Yes,265
11,11_2,347,Yes,58
11,11_2,505,Yes,110
11,11_2,258,Yes,229
11,11_2,450,No,0
11,11_3,542,Yes,233
11,11_3,2488,Yes,81
11,11_3,541,No,0
11,11_3,1036,No,0
11,11_3,1234,No,0
11,11_3,1122,Yes,221
11,11_3,1038,Yes,256
11,11_3,575,No,0
11,11_3,323,No,0
11,11_4,1764,Yes,180
11,11_4,2274,Yes,100
11,11_4,2500,No,0
11,11_4,478,Yes,12
11,11_4,669,No,0
11,11_4,1227,No,0
11,11_4,1335,Yes,112
11,11_5,307,Yes,105
11,11_5,1175,Yes,268
11,11_5,2167,Yes,50
11,11_5,27,Yes,270
11,11_5,1743,Yes,168
11,11_5,2571,Yes,266
11,11_5,10,Yes,43
11,11_5,1269,Yes,180
12,12_1,1660,Yes,201
12,12_1,2520,Yes,145
12,12_1,2048,Yes,101
12,12_1,2729,Yes,294
12,12_1,2839,Yes,202
12,12_1,1577,Yes,28
12,12_1,1749,Yes,205
12,12_1,1898,Yes,233
12,12_1,1312,Yes,194
13,13_1,2557,Yes,94
13,13_1,80,Yes,203
13,13_1,1255,No,0
13,13_1,1121,Yes,14
13,13_1,1167,Yes,280
13,13_1,684,Yes,64
13,13_1,2038,Yes,48
13,13_2,1665,Yes,19
13,13_2,1093,Yes,109
14,14_1,744,Yes,251
14,14_1,1232,Yes,226
14,14_2,2347,Yes,117
14,14_2,1849,No,0
14,14_3,2811,No,0
14,14_3,2622,Yes,187
14,14_3,774,No,0
14,14_3,1692,Yes,67
14,14_4,748,Yes,82
14,14_4,2886,Yes,257
14,14_4,2165,No,0
14,14_4,1201,Yes,33
14,14_4,1160,Yes,197
14,14_4,577,Yes,53
14,14_5,2137,Yes,35
14,14_5,28,No,0
14,14_5,929,Yes,300
14,14_5,2352,Yes,105
14,14_5,2763,Yes,93
14,14_5,2214,Yes,150
14,14_5,2623,Yes,243
14,14_5,2897,Yes,107
14,14_5,380,Yes,183
15,15_1,1316,Yes,115
15,15_1,1088,Yes,237
15,15_2,2359,Yes,77
15,15_2,394,Yes,94
15,15_2,1323,No,0
15,15_2,1993,Yes,277
15,15_2,1420,Yes,140
15,15_2,1506,Yes,120
15,15_3,1530,No,0
15,15_3,319,Yes,181
15,15_3,2640,Yes,52
15,15_3,1223,No,0
15,15_3,1337,Yes,111
15,15_3,1167,Yes,114
15,15_3,1226,Yes,243
15,15_3,2765,Yes,165
15,15_3,2031,Yes,18
15,15_3,1833,Yes,22
15,15_4,1368,Yes,263
15,15_4,2874,Yes,111
15,15_4,1230,Yes,190
15,15_4,358,Yes,88
15,15_4,1135,Yes,269
15,15_4,2388,No,0
15,15_4,659,Yes,176
15,15_4,21,No,0
16,16_1,646,Yes,97
16,16_1,500,No,0
16,16_1,1476,Yes,276
16,16_1,1895,Yes,209
16,16_2,2578,Yes,182
16,16_2,611,Yes,151
16,16_2,306,Yes,241
16,16_2,557,No,0
16,16_2,656,Yes,77
16,16_2,238,Yes,96
16,16_2,2464,Yes,240
16,16_2,1629,Yes,143
16,16_2,2625,Yes,201
16,16_2,447,Yes,206
16,16_3,494,Yes,91
16,16_3,1143,Yes,138
16,16_3,2707,Yes,223
17,17_1,1054,No,0
17,17_1,107,Yes,33
17,17_1,2328,No,0
17,17_1,2607,Yes,88
17,17_1,827,Yes,100
17,17_1,2073,Yes,96
17,17_1,1836,Yes,111
17,17_2,2202,Yes,236
17,17_2,1966,Yes,161
17,17_2,2584,No,0
17,17_2,588,Yes,149
17,17_2,1225,Yes,19
17,17_3,1439,Yes,293
17,17_3,1725,No,0
17,17_3,2240,Yes,109
17,17_3,2436,Yes,100
17,17_3,2718,Yes,192
17,17_3,2027,No,0
17,17_3,2454,Yes,203
17,17_4,2508,Yes,97
17,17_4,131,Yes,218
17,17_4,1510,Yes,284
17,17_4,2546,Yes,150
17,17_4,992,Yes,39
17,17_4,749,Yes,4
17,17_4,2711,Yes,295
18,18_1,1703,Yes,104
18,18_1,25,Yes,43
18,18_1,1041,Yes,194
19,19_1,1809,Yes,254
19,19_1,662,No,0
19,19_1,1804,No,0
19,19_1,1902,No,0
19,19_2,1998,Yes,95
19,19_2,1407,Yes,74
19,19_2,2853,No,0
19,19_2,2882,Yes,151
19,19_2,2276,Yes,168
19,19_2,1684,No,0
19,19_2,2059,Yes,154
19,19_2,599,Yes,111
19,19_2,1797,Yes,45
19,19_2,1260,Yes,286
19,19_3,1920,Yes,259
19,19_3,1217,Yes,75
19,19_3,1862,Yes,22
19,19_3,2297,Yes,53
19,19_3,701,Yes,60
19,19_3,1769,Yes,100
19,19_3,1446,Yes,235
19,19_4,1450,Yes,250
19,19_4,649,Yes,35
19,19_4,443,Yes,202
19,19_4,1891,Yes,145
19,19_4,381,Yes,181
19,19_4,2498,Yes,226
19,19_4,2186,No,0
19,19_4,969,Yes,139
19,19_4,1616,No,0
19,19_4,1855,Yes,243
20,20_1,1177,Yes,179
20,20_1,637,Yes,250
20,20_1,2361,Yes,78
20,20_1,2030,No,0
20,20_1,2487,Yes,34
21,21_1,637,Yes,171
21,21_1,2096,Yes,258
21,21_1,1473,Yes,111
21,21_1,1908,No,0
21,21_1,1292,Yes,128
21,21_1,1063,Yes,168
21,21_1,2440,Yes,24
21,21_1,1933,No,0
21,21_2,2165,Yes,240
21,21_2,1647,No,0
21,21_3,1064,Yes,3
21,21_3,1353,Yes,209
21,21_3,2474,Yes,156
22,22_1,1553,Yes,16
22,22_1,675,Yes,70
22,22_1,702,Yes,122
22,22_1,1732,Yes,152
22,22_1,1139,No,0
22,22_1,2528,Yes,246
22,22_1,920,Yes,132
22,22_1,2212,Yes,40
22,22_1,1922,Yes,99
22,22_1,2769,Yes,8
22,22_2,1561,Yes,114
23,23_1,1180,Yes,257
23,23_1,664,Yes,270
23,23_1,948,Yes,263
23,23_1,2292,Yes,165
23,23_1,2054,Yes,40
23,23_2,755,Yes,287
23,23_2,2890,Yes,185
23,23_2,1549,Yes,287
23,23_2,2739,No,0
23,23_3,2405,Yes,100
23,23_3,1265,Yes,299
23,23_3,858,No,0
24,24_1,2202,Yes,275
24,24_1,1370,Yes,292
24,24_1,2523,Yes,274
24,24_1,259,No,0
24,24_1,962,No,0
24,24_1,381,Yes,250
24,24_1,2804,Yes,86
24,24_1,1156,No,0
24,24_1,1617,No,0
24,24_1,1094,Yes,3
25,25_1,2307,Yes,235
25,25_1,2158,Yes,86
25,25_1,311,No,0
25,25_1,2834,No,0
25,25_1,466,Yes,248
25,25_1,693,Yes,68
25,25_1,827,Yes,280
25,25_1,1490,No,0
25,25_2,607,No,0
25,25_2,730,No,0
25,25_2,1262,Yes,199
25,25_2,2129,Yes,106
25,25_2,1973,No,0
25,25_2,179,Yes,74
25,25_2,1669,Yes,185
26,26_1,2608,No,0
26,26_1,2328,No,0
26,26_1,359,Yes,87
26,26_2,1472,No,0
26,26_2,2508,Yes,172
26,26_2,126,No,0
26,26_2,1166,Yes,11
26,26_2,2313,Yes,194
26,26_2,2269,No,0
26,26_2,639,Yes,297
26,26_2,2741,Yes,246
26,26_3,1418,Yes,11
26,26_3,2498,Yes,29
26,26_3,2077,No,0
26,26_3,2653,Yes,136
26,26_3,1741,No,0
26,26_3,2010,Yes,214
26,26_3,1006,Yes,16
26,26_3,1132,Yes,27
26,26_4,1147,Yes,232
26,26_4,2515,Yes,283
26,26_5,1966,No,0
26,26_5,2513,Yes,267
26,26_5,596,Yes,261
26,26_5,1086,Yes,134
26,26_5,644,Yes,240
27,27_1,2114,Yes,224
27,27_1,990,Yes,277
27,27_1,1780,Yes,178
27,27_1,180,Yes,172
27,27_1,1068,No,0
27,27_1,865,Yes,297
27,27_1,1428,Yes,123
27,27_1,1351,No,0
27,27_2,2814,Yes,261
27,27_2,724,Yes,256
27,27_2,1999,Yes,175
27,27_2,2507,Yes,293
27,27_2,388,Yes,120
27,27_2,1495,No,0
27,27_2,871,Yes,131
27,27_2,858,Yes,269
27,27_2,2770,Yes,245
27,27_2,782,Yes,155
27,27_3,1365,No,0
27,27_3,2881,Yes,209
27,27_3,521,Yes,221
27,27_3,933,Yes,152
27,27_3,1175,Yes,15
28,28_1,2855,No,0
28,28_1,1915,No,0
28,28_1,598,No,0
28,28_2,2099,Yes,296
28,28_2,1346,No,0
28,28_2,1611,Yes,287
28,28_2,2381,Yes,93
28,28_2,293,Yes,159
28,28_2,1084,Yes,158
28,28_2,1153,Yes,86
28,28_3,29,Yes,110
28,28_3,431,Yes,166
28,28_3,477,Yes,147
28,28_3,387,Yes,274
28,28_3,2057,Yes,150
28,28_3,364,Yes,95
28,28_3,670,Yes,175
28,28_3,1957,Yes,89
28,28_4,1947,Yes,91
28,28_4,2,Yes,59
28,28_4,2352,Yes,13
28,28_4,2515,Yes,23
28,28_4,2555,Yes,135
28,28_4,640,Yes,126
28,28_5,1561,Yes,101
28,28_5,1754,No,0
28,28_5,1520,No,0
28,28_5,1907,Yes,204
28,28_5,1564,Yes,245
28,28_5,2020,No,0
28,28_5,854,Yes,244
28,28_5,2185,No,0
28,28_5,5,No,0
28,28_5,675,Yes,224
29,29_1,1241,Yes,268
29,29_2,58,No,0
29,29_2,280,Yes,147
29,29_2,321,No,0
30,30_1,1486,Yes,276
30,30_1,1957,Yes,125
30,30_2,2693,Yes,95
30,30_2,1510,No,0
31,31_1,861,Yes,96
31,31_1,1107,Yes,150
31,31_1,1274,Yes,275
31,31_1,2033,Yes,285
31,31_1,1537,Yes,139
31,31_1,2895,Yes,85
31,31_1,404,Yes,34
31,31_1,468,No,0
31,31_1,418,Yes,28
32,32_1,1214,No,0
32,32_1,1066,No,0
32,32_1,2494,Yes,246
32,32_1,2449,Yes,95
32,32_1,1243,Yes,157
32,32_2,1846,Yes,289
32,32_2,952,Yes,208
32,32_2,1194,Yes,39
32,32_2,137,Yes,140
32,32_2,1133,Yes,215
33,33_1,907,Yes,298
33,33_1,773,Yes,230
33,33_1,2885,Yes,16
33,33_1,507,Yes,124
33,33_1,253,Yes,214
33,33_1,1400,No,0
33,33_1,2744,Yes,105
33,33_2,2292,Yes,20
33,33_2,1861,No,0
33,33_2,1611,Yes,54
33,33_2,1417,Yes,45
33,33_3,1223,Yes,128
33,33_3,2310,No,0
33,33_3,2208,Yes,286
33,33_3,770,Yes,144
33,33_3,2868,Yes,160
33,33_3,342,Yes,159
33,33_3,2103,Yes,218
33,33_3,1694,Yes,67
33,33_3,1891,Yes,273
33,33_3,1606,Yes,122
33,33_4,996,Yes,208
33,33_4,467,Yes,53
33,33_4,1784,Yes,195
33,33_4,1747,No,0
33,33_4,1925,Yes,116
33,33_4,2682,Yes,248
33,33_5,1219,Yes,298
33,33_5,1421,Yes,109
33,33_5,1183,Yes,220
33,33_5,2546,Yes,176
34,34_1,2043,Yes,297
34,34_1,711,No,0
34,34_1,927,No,0
34,34_1,2125,No,0
34,34_1,2482,Yes,206
34,34_1,1907,Yes,154
34,34_1,425,Yes,264
34,34_2,804,Yes,287
34,34_2,1188,No,0
34,34_2,2494,No,0
34,34_2,108,Yes,10
34,34_2,1107,No,0
34,34_2,1494,Yes,232
34,34_3,2757,Yes,32
34,34_3,55,No,0
34,34_3,1099,Yes,76
35,35_1,1787,Yes,267
35,35_2,1298,No,0
35,35_2,1458,Yes,32
35,35_2,1507,No,0
35,35_2,327,No,0
35,35_2,192,Yes,16
35,35_2,1043,Yes,118
35,35_2,1353,No,0
35,35_2,1420,Yes,271
35,35_2,2766,Yes,198
36,36_1,1642,Yes,185
36,36_1,297,Yes,85
36,36_1,435,No,0
36,36_1,1381,Yes,80
36,36_1,266,Yes,164
36,36_1,1003,Yes,129
36,36_1,1615,Yes,9
36,36_1,1099,No,0
36,36_1,385,No,0
36,36_2,2234,Yes,228
36,36_2,1788,Yes,13
36,36_2,1956,Yes,92
36,36_2,1938,Yes,287
36,36_2,1517,Yes,43
36,36_2,1786,Yes,119
36,36_2,1108,Yes,174
36,36_2,1476,Yes,166
36,36_2,1263,Yes,163
36,36_3,2014,Yes,228
36,36_3,658,Yes,238
36,36_3,225,Yes,240
36,36_3,1961,No,0
36,36_3,1916,Yes,241
36,36_3,1193,Yes,192
36,36_3,114,Yes,177
36,36_3,1816,Yes,257
36,36_3,247,No,0
36,36_4,1540,Yes,237
36,36_4,546,Yes,88
36,36_4,800,Yes,132
36,36_5,116,Yes,228
36,36_5,894,No,0
36,36_5,1904,Yes,122
36,36_5,2512,Yes,89
37,37_1,82,Yes,164
37,37_1,1373,Yes,193
37,37_1,598,Yes,80
37,37_1,2710,Yes,281
37,37_1,845,Yes,244
37,37_1,724,No,0
37,37_1,660,Yes,182
37,37_1,2749,Yes,187
37,37_1,2133,Yes,239
37,37_2,1174,Yes,74
37,37_2,2704,No,0
37,37_2,2193,No,0
37,37_2,1317,No,0
37,37_2,2794,No,0
37,37_2,2089,Yes,119
38,38_1,1764,Yes,27
38,38_1,2317,Yes,187
38,38_1,1894,No,0
38,38_1,1707,Yes,111
38,38_1,2703,Yes,97
38,38_1,768,No,0
38,38_1,629,Yes,258
38,38_2,2498,Yes,17
38,38_2,1490,Yes,20
38,38_2,2793,Yes,3
38,38_2,2112,No,0
38,38_2,73,Yes,124
38,38_2,1696,Yes,68
38,38_2,929,Yes,270
38,38_2,1825,Yes,249
38,38_3,2479,No,0
38,38_3,2088,Yes,46
38,38_3,174,Yes,265
38,38_3,292,No,0
38,38_3,2823,Yes,129
38,38_3,2013,Yes,280
38,38_3,1698,Yes,159
38,38_3,1488,Yes,101
39,39_1,99,Yes,83
39,39_2,1112,Yes,8
39,39_2,620,Yes,15
39,39_2,307,Yes,266
39,39_2,1127,No,0
39,39_2,687,Yes,210
39,39_2,2878,No,0
39,39_2,597,Yes,97
39,39_2,2540,Yes,33
39,39_2,1559,No,0
39,39_3,923,No,0
39,39_3,1034,Yes,181
39,39_3,1345,Yes,148
39,39_3,2434,Yes,127
39,39_3,551,Yes,81
39,39_3,340,Yes,211
39,39_3,1312,Yes,1
39,39_3,66,Yes,64
39,39_3,1506,No,0
40,40_1,1449,Yes,287
40,40_1,1619,Yes,128
40,40_1,224,Yes,175
40,40_1,770,Yes,102
40,40_1,2686,Yes,138
40,40_1,2761,Yes,299
40,40_1,998,Yes,228
40,40_2,2309,Yes,294
40,40_3,2482,No,0
40,40_3,1099,Yes,101
40,40_4,847,Yes,167
40,40_4,1349,No,0
40,40_4,764,No,0
40,40_4,1080,Yes,184
40,40_4,1927,Yes,78
40,40_4,1488,Yes,73
40,40_4,523,Yes,80
40,40_4,1862,No,0
40,40_4,1770,No,0
40,40_4,941,Yes,87
41,41_1,2241,Yes,127
41,41_1,509,Yes,128
41,41_1,2364,Yes,299
41,41_1,716,Yes,258
41,41_1,1444,No,0
41,41_1,1898,Yes,263
41,41_1,413,Yes,96
41,41_1,134,Yes,2
41,41_1,2081,Yes,91
41,41_1,2491,Yes,172
41,41_2,1411,No,0
41,41_2,1820,Yes,150
41,41_3,780,No,0
41,41_4,2673,Yes,257
41,41_4,796,Yes,291
41,41_5,1672,Yes,10
41,41_5,1451,Yes,140
41,41_5,1364,Yes,50
41,41_5,1729,Yes,11
42,42_1,1704,Yes,163
42,42_1,1849,Yes,225
42,42_1,1998,No,0
42,42_1,2196,Yes,252
42,42_1,1734,Yes,243
42,42_2,2653,No,0
42,42_2,145,No,0
42,42_2,595,Yes,61
42,42_2,1191,No,0
42,42_2,689,Yes,63
42,42_2,2085,Yes,85
42,42_2,18,Yes,14
42,42_3,2251,Yes,250
42,42_3,1378,Yes,277
42,42_3,2639,Yes,68
42,42_3,823,No,0
42,42_3,2252,No,0
42,42_3,508,No,0
42,42_3,1099,Yes,246
42,42_4,2861,Yes,110
42,42_5,2233,Yes,229
42,42_5,90,Yes,64
42,42_5,2210,No,0
43,43_1,1400,Yes,248
43,43_1,2088,Yes,217
43,43_1,1294,Yes,135
43,43_1,1528,No,0
43,43_1,2352,Yes,91
43,43_2,2429,No,0
43,43_2,188,Yes,82
43,43_2,822,No,0
43,43_2,397,Yes,270
43,43_3,2349,Yes,268
43,43_3,1826,Yes,230
43,43_3,2291,Yes,216
43,43_3,2119,Yes,263
43,43_3,1379,Yes,61
43,43_3,734,Yes,37
43,43_3,120,No,0
43,43_3,2548,Yes,54
43,43_3,985,Yes,95
43,43_3,1971,Yes,198
43,43_4,948,Yes,48
43,43_4,2547,No,0
43,43_4,2402,Yes,8
43,43_5,1066,Yes,219
43,43_5,2854,Yes,237
44,44_1,2003,Yes,281
44,44_1,1026,Yes,285
44,44_1,414,Yes,219
44,44_1,1290,No,0
44,44_2,1227,No,0
44,44_2,1236,Yes,166
44,44_2,233,Yes,47
44,44_2,2484,Yes,149
44,44_2,1234,No,0
44,44_2,603,Yes,189
44,44_2,382,No,0
44,44_2,597,No,0
45,45_1,1855,Yes,190
45,45_1,858,No,0
45,45_2,2679,Yes,227
45,45_2,1270,No,0
45,45_2,1589,Yes,218
45,45_2,619,No,0
45,45_2,340,Yes,299
45,45_3,1321,Yes,91
45,45_3,869,Yes,181
45,45_3,2550,No,0
45,45_3,1180,Yes,12
45,45_3,1329,No,0
45,45_3,929,Yes,10
45,45_3,1207,Yes,83
45,45_3,1470,No,0
45,45_3,2822,Yes,24
45,45_3,788,Yes,118
45,45_4,2388,Yes,245
45,45_4,1859,Yes,269
45,45_4,387,Yes,134
45,45_4,2136,Yes,269
45,45_4,59,No,0
45,45_4,2776,Yes,147
45,45_5,33,Yes,21
45,45_5,111,No,0
45,45_5,1028,Yes,141
45,45_5,2024,No,0
45,45_5,304,Yes,211
45,45_5,292,Yes,13
45,45_5,1060,No,0
45,45_5,1209,Yes,74
46,46_1,2720,Yes,47
46,46_1,800,No,0
46,46_1,1804,Yes,136
46,46_1,1732,Yes,42
46,46_1,463,No,0
46,46_1,67,Yes,75
46,46_2,1259,Yes,235
46,46_2,1363,No,0
46,46_2,1307,Yes,86
46,46_2,1873,No,0
46,46_2,912,Yes,137
46,46_3,2444,Yes,164
46,46_3,357,Yes,151
46,46_3,240,Yes,144
46,46_3,1858,Yes,63
47,47_1,1709,Yes,85
47,47_1,874,Yes,182
47,47_1,1510,Yes,31
47,47_1,1444,Yes,166
47,47_1,2545,Yes,211
47,47_1,40,Yes,193
47,47_2,24,No,0
47,47_2,555,Yes,173
47,47_3,2564,No,0
47,47_3,1925,Yes,73
47,47_3,198,Yes,82
47,47_3,214,No,0
47,47_3,2779,Yes,180
47,47_3,586,Yes,166
48,48_1,2065,Yes,2
48,48_1,1016,Yes,294
48,48_1,2421,Yes,63
48,48_1,786,Yes,189
48,48_1,1421,Yes,106
48,48_1,1189,No,0
48,48_1,488,Yes,219
48,48_1,2450,Yes,1
48,48_2,221,Yes,202
48,48_2,1013,No,0
48,48_2,2539,Yes,56
48,48_2,1490,Yes,166
48,48_2,2134,Yes,18
48,48_2,1698,Yes,259
48,48_3,480,Yes,222
48,48_3,2502,Yes,70
48,48_3,1684,No,0
49,49_1,1123,Yes,4
49,49_1,1267,Yes,127
49,49_1,2708,Yes,197
49,49_1,1090,No,0
49,49_1,2503,Yes,244
49,49_1,1818,Yes,179
49,49_2,1038,Yes,259
49,49_2,48,Yes,236
49,49_2,2302,Yes,246
49,49_2,2128,Yes,7
49,49_2,2231,Yes,213
49,49_2,2861,Yes,152
49,49_2,347,Yes,79
49,49_2,1550,Yes,216
49,49_3,1791,No,0
49,49_3,586,Yes,278
49,49_3,1897,Yes,163
49,49_3,1955,No,0
49,49_3,1407,Yes,48
49,49_3,1616,No,0
49,49_3,1735,Yes,282
49,49_4,185,No,0
49,49_5,2335,Yes,252
49,49_5,686,Yes,259
49,49_5,1772,Yes,180
49,49_5,1656,Yes,129
50,50_1,1002,No,0
50,50_1,239,Yes,31
50,50_2,1009,Yes,254
50,50_2,1557,No,0
50,50_3,205,Yes,35
50,50_3,193,Yes,129
50,50_3,63,No,0
50,50_3,1848,Yes,280
50,50_3,2108,Yes,149
50,50_3,2836,Yes,35
50,50_3,665,Yes,100
50,50_3,716,Yes,62
50,50_3,288,Yes,257
50,50_4,1480,Yes,75
50,50_4,1959,Yes,145
50,50_4,1449,Yes,128
50,50_4,986,Yes,285
50,50_4,2068,No,0
50,50_4,2405,No,0
50,50_5,1660,Yes,6
50,50_5,2865,Yes,99
50,50_5,638,Yes,51
50,50_5,119,No,0
51,51_1,1417,Yes,294
51,51_1,179,Yes,4
51,51_1,1352,Yes,10
51,51_1,1186,Yes,124
51,51_1,326,Yes,26
51,51_2,594,No,0
51,51_2,2310,Yes,295
51,51_2,2321,No,0
51,51_2,2756,No,0
51,51_2,2063,Yes,143
51,51_3,819,Yes,94
51,51_3,536,Yes,186
51,51_3,360,Yes,100
51,51_3,1532,Yes,7
51,51_3,2197,Yes,209
51,51_3,1409,No,0
51,51_3,537,Yes,220
51,51_4,2063,Yes,91
51,51_4,1053,Yes,85
51,51_4,2104,Yes,127
51,51_4,2337,Yes,1
51,51_4,2801,Yes,278
51,51_4,2651,Yes,242
51,51_5,2108,Yes,242
51,51_5,2796,No,0
52,52_1,2207,Yes,60
52,52_1,2061,Yes,261
52,52_1,2353,Yes,12
52,52_2,916,Yes,268
52,52_2,364,No,0
52,52_2,2554,Yes,42
52,52_2,2076,Yes,136
52,52_2,144,Yes,60
52,52_2,2895,Yes,35
52,52_2,808,Yes,208
52,52_2,1933,No,0
52,52_2,869,Yes,293
52,52_3,2133,Yes,133
52,52_3,2347,Yes,184
52,52_3,347,Yes,62
52,52_3,55,Yes,247
52,52_3,847,Yes,198
52,52_3,983,Yes,183
52,52_4,457,Yes,230
52,52_4,1362,No,0
52,52_4,968,Yes,86
52,52_4,1933,Yes,32
52,52_4,834,Yes,15
52,52_4,2317,No,0
53,53_1,1093,No,0
53,53_1,1282,Yes,68
53,53_1,80,Yes,204
53,53_1,253,Yes,161
53,53_1,1728,Yes,70
53,53_1,2086,Yes,118
53,53_1,2324,Yes,177
53,53_1,1364,Yes,10
53,53_1,1717,No,0
54,54_1,1918,No,0
54,54_2,1867,Yes,67
54,54_3,672,Yes,253
54,54_4,1645,Yes,110
54,54_4,24,Yes,63
54,54_4,2212,Yes,168
54,54_4,27,No,0
